Date,Open,High,Low,Close,Adj Close,Volume
2012-07-27,3.211250,3.364167,3.197083,3.341250,3.267791,73147200
2012-07-30,3.327500,3.384583,3.306667,3.333750,3.260456,44116800
2012-07-31,3.324167,3.350833,3.277083,3.287917,3.215631,47529600
2012-08-01,3.335833,3.337917,3.244167,3.262917,3.191180,40048800
2012-08-02,3.186250,3.255833,3.115000,3.190417,3.120275,52456800
2012-08-03,3.327083,3.400417,3.320833,3.379583,3.305281,74904000
2012-08-06,3.407500,3.439583,3.395417,3.396250,3.321582,28610400
2012-08-07,3.440833,3.494167,3.440000,3.447500,3.371705,45806400
2012-08-08,3.416250,3.474583,3.412917,3.462500,3.386376,28396800
2012-08-09,3.447083,3.492500,3.437917,3.472083,3.395748,37430400
2012-08-10,3.433333,3.492500,3.413333,3.487500,3.410826,31605600
2012-08-13,3.472083,3.488750,3.429583,3.482917,3.406344,33364800
2012-08-14,3.523750,3.528333,3.455000,3.485417,3.408789,40291200
2012-08-15,3.475000,3.513750,3.467917,3.494583,3.417753,37807200
2012-08-16,3.507500,3.586250,3.485417,3.570000,3.491513,42213600
2012-08-17,3.594167,3.596667,3.564167,3.587500,3.508627,27453600
2012-08-20,3.573333,3.590833,3.543333,3.588750,3.509850,24309600
2012-08-21,3.615833,3.656250,3.533333,3.555833,3.477657,44637600
2012-08-22,3.529167,3.577917,3.505417,3.555833,3.477657,34795200
2012-08-23,3.534583,3.534583,3.455833,3.472917,3.396563,38659200
2012-08-24,3.447083,3.557083,3.439167,3.536667,3.458912,39429600
2012-08-27,3.563333,3.577917,3.522500,3.536667,3.458912,28020000
2012-08-28,3.509583,3.559583,3.492917,3.525833,3.448316,33410400
2012-08-29,3.537083,3.563333,3.505833,3.532917,3.455244,28423200
2012-08-30,3.486667,3.491250,3.435417,3.456667,3.380670,38544000
2012-08-31,3.517917,3.555417,3.448750,3.502500,3.425497,61238400
2012-09-04,3.497500,3.529167,3.430833,3.485833,3.409195,43370400
2012-09-05,3.502083,3.529167,3.467083,3.487083,3.410418,32112000
2012-09-06,3.551667,3.700417,3.550833,3.696667,3.615394,61464000
2012-09-07,3.719583,3.748333,3.710000,3.745833,3.663479,31502400
2012-09-10,3.731667,3.752917,3.676250,3.680833,3.599909,31346400
2012-09-11,3.689167,3.746667,3.684583,3.709167,3.627620,29083200
2012-09-12,3.746667,3.760000,3.709583,3.744583,3.662256,35894400
2012-09-13,3.744583,3.955000,3.729167,3.924583,3.838299,91581600
2012-09-14,3.941250,4.042500,3.933750,3.972917,3.885571,114340800
2012-09-17,3.948333,3.969583,3.902500,3.937500,3.850933,37070400
2012-09-18,3.916667,3.937917,3.892083,3.923333,3.837077,34800000
2012-09-19,3.935417,3.966667,3.906667,3.929583,3.843189,39499200
2012-09-20,3.872083,3.936250,3.841667,3.929167,3.842782,32496000
2012-09-21,3.985417,3.989167,3.920000,3.920833,3.834632,28833600
2012-09-24,3.866667,3.931667,3.856667,3.903750,3.817924,37612800
2012-09-25,3.931667,3.952083,3.777917,3.783750,3.700563,52850400
2012-09-26,3.780833,3.780833,3.690000,3.716250,3.634547,41976000
2012-09-27,3.764167,3.846667,3.734167,3.825417,3.741313,29253600
2012-09-28,3.775417,3.814583,3.727917,3.765833,3.683039,43466400
2012-10-01,3.812917,3.902917,3.772500,3.790833,3.707490,51794400
2012-10-02,3.841667,3.861667,3.757083,3.807500,3.723791,85156800
2012-10-03,3.836667,3.882917,3.779167,3.853750,3.769024,46994400
2012-10-04,3.900000,3.954583,3.883750,3.940417,3.853785,41661600
2012-10-05,4.004167,4.020833,3.904167,3.935833,3.849303,36357600
2012-10-08,3.893750,3.917917,3.872083,3.893750,3.808144,14200800
2012-10-09,3.885417,3.899167,3.778750,3.781667,3.698525,33496800
2012-10-10,3.782500,3.790000,3.694583,3.714167,3.632510,54232800
2012-10-11,3.786667,3.803750,3.716667,3.717917,3.636177,37514400
2012-10-12,3.723750,3.761250,3.655000,3.672500,3.591759,32409600
2012-10-15,3.706250,3.781250,3.672500,3.772083,3.689153,25226400
2012-10-16,3.822917,3.893750,3.816667,3.884167,3.798772,44505600
2012-10-17,3.895833,3.947500,3.875000,3.935833,3.849303,51602400
2012-10-18,3.908333,3.962917,3.867083,3.907083,3.821184,56690400
2012-10-19,3.883333,3.883333,3.684167,3.702917,3.621507,56095200
2012-10-22,3.694167,3.732917,3.624167,3.710833,3.629249,53092800
2012-10-23,3.591250,3.607500,3.512917,3.559167,3.480917,77136000
2012-10-24,3.596250,3.608333,3.510417,3.528333,3.450761,45972000
2012-10-25,3.604167,3.620417,3.494167,3.557917,3.479695,56570400
2012-10-26,3.549167,3.587500,3.479167,3.550833,3.472767,56635200
2012-10-31,3.592500,3.602500,3.500000,3.541250,3.463394,20008800
2012-11-01,3.574167,3.675417,3.564167,3.662500,3.581978,35817600
2012-11-02,3.727917,3.729167,3.551667,3.558750,3.480509,33252000
2012-11-05,3.548333,3.609583,3.515417,3.585000,3.506183,30014400
2012-11-06,3.617500,3.710417,3.606250,3.664167,3.583608,33098400
2012-11-07,3.570417,3.570417,3.368750,3.419583,3.344402,75067200
2012-11-08,3.420000,3.469583,3.291250,3.291250,3.218890,56008800
2012-11-09,3.266250,3.395833,3.260833,3.297917,3.225411,53438400
2012-11-12,3.336667,3.350417,3.290417,3.310417,3.237636,21153600
2012-11-13,3.258333,3.382083,3.245417,3.280000,3.207888,50925600
2012-11-14,3.308750,3.322500,3.122083,3.146250,3.077078,63566400
2012-11-15,3.145833,3.182917,3.090833,3.127917,3.059148,53752800
2012-11-16,3.140000,3.192500,3.058750,3.172917,3.103159,80697600
2012-11-19,3.281667,3.365417,3.276250,3.360833,3.286944,54362400
2012-11-20,3.351667,3.387500,3.291667,3.376250,3.302022,41467200
2012-11-21,3.380417,3.397917,3.360000,3.394167,3.319545,24676800
2012-11-23,3.441250,3.531667,3.433333,3.527083,3.449538,36139200
2012-11-26,3.475417,3.508333,3.440417,3.506667,3.429571,27458400
2012-11-27,3.495000,3.529167,3.443750,3.457500,3.381485,39043200
2012-11-28,3.407500,3.540417,3.353750,3.534167,3.456467,48280800
2012-11-29,3.575417,3.613750,3.529583,3.588333,3.509442,68884800
2012-11-30,3.583750,3.606250,3.550000,3.577083,3.498439,38330400
2012-12-03,3.636250,3.644583,3.525000,3.530417,3.452799,44688000
2012-12-04,3.531250,3.562917,3.487917,3.512917,3.435684,83426400
2012-12-05,3.528333,3.585417,3.451667,3.531667,3.454022,45576000
2012-12-06,3.526667,3.575833,3.511250,3.570833,3.492327,37555200
2012-12-07,3.617083,3.625417,3.548333,3.602083,3.522889,45784800
2012-12-10,3.590417,3.635000,3.583750,3.612500,3.533077,31708800
2012-12-11,3.655417,3.733750,3.648750,3.682500,3.601539,44056800
2012-12-12,3.727083,3.767917,3.673750,3.690833,3.609689,50724000
2012-12-13,3.683333,3.712917,3.592917,3.626667,3.546933,37692000
2012-12-14,3.595833,3.616250,3.562500,3.577500,3.498847,34212000
2012-12-17,3.609167,3.712083,3.605417,3.703750,3.622321,35306400
2012-12-18,3.722500,3.841250,3.708333,3.833333,3.749055,50140800
2012-12-19,3.841250,3.847917,3.742500,3.752917,3.670407,46356000
2012-12-20,3.750000,3.810833,3.719583,3.809583,3.725827,33396000
2012-12-21,3.656250,3.730833,3.640000,3.710000,3.628434,47764800
2012-12-24,3.682500,3.688750,3.659167,3.660833,3.580348,14524800
2012-12-26,3.695000,3.697500,3.592500,3.619583,3.540689,27885600
2012-12-27,3.627500,3.649167,3.484167,3.610833,3.532130,55792800
2012-12-28,3.539583,3.596250,3.481250,3.486250,3.410263,62642400
2012-12-31,3.472083,3.678333,3.454583,3.677083,3.596937,97377600
2013-01-02,3.876667,3.952083,3.847500,3.950417,3.864313,69276000
2013-01-03,3.942500,3.973333,3.889167,3.918333,3.832929,42007200
2013-01-04,3.940000,3.992917,3.916667,3.977083,3.890398,49096800
2013-01-07,3.932500,3.952500,3.897083,3.947917,3.861867,32618400
2013-01-08,3.920417,3.936667,3.862500,3.904583,3.819477,48290400
2013-01-09,3.933333,3.968750,3.914583,3.939583,3.853715,41966400
2013-01-10,4.002083,4.030417,3.940000,4.025000,3.937270,45192000
2013-01-11,4.030417,4.035417,3.991667,4.033750,3.945830,30523200
2013-01-14,4.014583,4.028333,3.976250,4.015833,3.928302,31456800
2013-01-15,3.965417,4.038750,3.957500,4.025000,3.937270,32930400
2013-01-16,4.005833,4.044583,3.990417,4.024583,3.936862,29356800
2013-01-17,4.079583,4.138750,4.053750,4.098333,4.009005,35054400
2013-01-18,4.102917,4.143333,4.057917,4.134167,4.044058,38527200
2013-01-22,4.131667,4.195833,4.102500,4.192500,4.101119,33439200
2013-01-23,4.199167,4.227917,4.175000,4.211667,4.119869,42412800
2013-01-24,4.196250,4.282083,4.186667,4.218333,4.126389,36736800
2013-01-25,4.263750,4.290833,4.225417,4.290000,4.196494,27285600
2013-01-28,4.296250,4.297500,4.228750,4.274167,4.181007,19562400
2013-01-29,4.252500,4.343333,4.242917,4.324167,4.229918,26124000
2013-01-30,4.326667,4.350000,4.263333,4.277917,4.184674,29896800
2013-01-31,4.262083,4.300833,4.235417,4.242917,4.150436,23212800
2013-02-01,4.325833,4.389167,4.303333,4.372500,4.277196,34068000
2013-02-04,4.295833,4.316667,4.218333,4.226667,4.134542,35925600
2013-02-05,4.297500,4.390417,4.291667,4.353750,4.258854,40348800
2013-02-06,4.309167,4.372500,4.299167,4.362500,4.267415,37300800
2013-02-07,4.369583,4.379167,4.252500,4.349583,4.254779,39300000
2013-02-08,4.371667,4.425833,4.369583,4.418750,4.322439,30112800
2013-02-11,4.414167,4.425833,4.382917,4.412500,4.316323,30648000
2013-02-12,4.416667,4.460833,4.402083,4.434167,4.337519,28077600
2013-02-13,4.465000,4.488333,4.410833,4.449583,4.352600,24523200
2013-02-14,4.409167,4.475833,4.392083,4.463333,4.366049,20385600
2013-02-15,4.473333,4.485833,4.395000,4.449167,4.352191,22756800
2013-02-19,4.466667,4.546667,4.466250,4.537500,4.438599,21931200
2013-02-20,4.532917,4.537500,4.369167,4.369583,4.274343,48424800
2013-02-21,4.340417,4.341667,4.252083,4.293333,4.199756,45686400
2013-02-22,4.357500,4.418750,4.323333,4.418750,4.322439,23896800
2013-02-25,4.481250,4.502500,4.168333,4.169167,4.078295,56860800
2013-02-26,4.227917,4.266250,4.145000,4.254167,4.161443,47359200
2013-02-27,4.243333,4.448750,4.231250,4.411667,4.315510,48088800
2013-02-28,4.412083,4.496667,4.372083,4.394167,4.298390,36196800
2013-03-01,4.342500,4.448750,4.282083,4.435417,4.338741,49257600
2013-03-04,4.398333,4.499583,4.378333,4.493750,4.395804,31425600
2013-03-05,4.565833,4.657917,4.564167,4.618750,4.518078,41659200
2013-03-06,4.672083,4.678750,4.610417,4.642500,4.541311,28972800
2013-03-07,4.659583,4.684167,4.642917,4.668333,4.566581,21218400
2013-03-08,4.725833,4.743750,4.654583,4.727083,4.624052,38445600
2013-03-11,4.717083,4.779583,4.697917,4.777083,4.672960,18619200
2013-03-12,4.768750,4.783750,4.703333,4.743333,4.639946,26359200
2013-03-13,4.754167,4.785417,4.705417,4.762083,4.658288,21256800
2013-03-14,4.802083,4.846667,4.794167,4.840000,4.734506,22804800
2013-03-15,4.827083,4.841667,4.773333,4.821250,4.716166,24624000
2013-03-18,4.686250,4.803750,4.670833,4.737917,4.634648,27494400
2013-03-19,4.769167,4.790417,4.616250,4.707083,4.604487,41700000
2013-03-20,4.790000,4.828333,4.766250,4.803750,4.699671,28293600
2013-03-21,4.718750,4.769583,4.658750,4.681667,4.580234,32589600
2013-03-22,4.725000,4.791667,4.716250,4.790000,4.686219,23995200
2013-03-25,4.833333,4.857083,4.679583,4.742500,4.639747,37627200
2013-03-26,4.794583,4.852083,4.778333,4.852083,4.746956,22845600
2013-03-27,4.760417,4.852917,4.736667,4.845833,4.740842,33559200
2013-03-28,4.839167,4.908750,4.819167,4.878333,4.772636,20764800
2013-04-01,4.887500,4.914167,4.797500,4.831667,4.726982,28092000
2013-04-02,4.884167,4.941250,4.864167,4.899583,4.793427,31785600
2013-04-03,4.912500,4.923750,4.717083,4.749583,4.646677,48055200
2013-04-04,4.773750,4.840417,4.741667,4.813750,4.709455,50256000
2013-04-05,4.638333,4.764583,4.618750,4.745000,4.642193,39801600
2013-04-08,4.757917,4.844583,4.710000,4.833333,4.728612,24652800
2013-04-09,4.869167,4.945833,4.822500,4.896250,4.790166,34536000
2013-04-10,4.934583,5.090000,4.928750,5.079167,4.969120,39580800
2013-04-11,5.074167,5.172083,5.060833,5.127500,5.016405,60115200
2013-04-12,5.072917,5.109583,5.000833,5.086250,4.976049,49896000
2013-04-15,5.009167,5.021250,4.729167,4.740000,4.637301,86750400
2013-04-16,4.841250,4.947500,4.803750,4.936667,4.829707,98522400
2013-04-17,4.833750,4.837083,4.646667,4.722917,4.620590,78352800
2013-04-18,4.749167,4.750000,4.580833,4.635833,4.535391,56145600
2013-04-19,4.664167,4.761250,4.631667,4.755000,4.651978,55416000
2013-04-22,4.784583,4.851250,4.688750,4.824583,4.720051,36506400
2013-04-23,4.890417,4.980000,4.818333,4.969583,4.861911,45751200
2013-04-24,4.970417,5.013333,4.942500,4.979167,4.871287,27223200
2013-04-25,5.019583,5.105000,4.996250,5.041250,4.932026,35176800
2013-04-26,5.017083,5.042500,4.960833,5.009167,4.900639,23738400
2013-04-29,5.047917,5.142500,5.028333,5.110417,4.999693,22646400
2013-04-30,5.106667,5.149583,5.042500,5.144167,5.032712,25591200
2013-05-01,5.112500,5.118333,4.992500,5.007083,4.898598,32400000
2013-05-02,5.045833,5.161250,5.034167,5.150000,5.038419,27631200
2013-05-03,5.284583,5.355417,5.273750,5.305417,5.190469,30962400
2013-05-06,5.316667,5.368750,5.311667,5.348750,5.232862,25490400
2013-05-07,5.378750,5.432083,5.335833,5.427083,5.309499,28912800
2013-05-08,5.411250,5.505833,5.400417,5.502917,5.383689,24506400
2013-05-09,5.490833,5.536250,5.412917,5.459583,5.341293,33727200
2013-05-10,5.464583,5.515417,5.417083,5.511250,5.391842,23030400
2013-05-13,5.485833,5.546667,5.447917,5.520417,5.400811,25891200
2013-05-14,5.537083,5.703333,5.532917,5.694583,5.571202,26714400
2013-05-15,5.664583,5.816667,5.658333,5.782083,5.656806,30540000
2013-05-16,5.749167,5.807917,5.675833,5.700000,5.576501,27684000
2013-05-17,5.762917,5.876250,5.742500,5.870417,5.743226,31161600
2013-05-20,5.849583,5.934167,5.830417,5.868750,5.741597,29616000
2013-05-21,5.882500,5.956250,5.819583,5.892083,5.764423,37166400
2013-05-22,5.907083,6.089167,5.677917,5.755833,5.631125,82723200
2013-05-23,5.575000,5.754583,5.550000,5.710000,5.586286,50095200
2013-05-24,5.607917,5.695417,5.556667,5.689583,5.566310,27204000
2013-05-28,5.875000,5.947917,5.744583,5.795417,5.669852,33012000
2013-05-29,5.704167,5.741250,5.589583,5.719583,5.595661,46605600
2013-05-30,5.695833,5.822500,5.682500,5.745833,5.621342,23397600
2013-05-31,5.695417,5.792917,5.473750,5.494167,5.375129,33093600
2013-06-03,5.534583,5.595417,5.415000,5.582500,5.461548,54679200
2013-06-04,5.593333,5.661667,5.420417,5.508750,5.389396,39417600
2013-06-05,5.458333,5.490000,5.259167,5.262500,5.148481,45648000
2013-06-06,5.267917,5.415417,5.172500,5.412083,5.294824,49764000
2013-06-07,5.527917,5.635833,5.454583,5.620417,5.498642,156552000
2013-06-10,5.678333,5.684167,5.576667,5.620833,5.499050,26091600
2013-06-11,5.460833,5.597500,5.410833,5.453333,5.335179,36452400
2013-06-12,5.563333,5.575833,5.296667,5.310833,5.195766,44754000
2013-06-13,5.301667,5.581667,5.266667,5.556667,5.436275,46586400
2013-06-14,5.533333,5.599167,5.421667,5.452500,5.334364,39853200
2013-06-17,5.560000,5.652500,5.485833,5.578333,5.457471,40440000
2013-06-18,5.585000,5.730833,5.584167,5.705833,5.582209,33357600
2013-06-19,5.690833,5.718333,5.464167,5.475833,5.357192,53479200
2013-06-20,5.312500,5.335000,5.022500,5.063333,4.953629,96034800
2013-06-21,5.161667,5.178333,4.955833,5.105000,4.994393,117607200
2013-06-24,4.951667,5.049167,4.790000,4.913333,4.806880,74769600
2013-06-25,5.049167,5.113333,4.952500,5.060833,4.951184,56361600
2013-06-26,5.184167,5.239167,5.120000,5.201667,5.091061,59229600
2013-06-27,5.299167,5.367500,5.283333,5.300833,5.188119,50679600
2013-06-28,5.251667,5.329167,5.175833,5.205000,5.094324,68865600
2013-07-01,5.315000,5.430833,5.293333,5.323333,5.210140,43194000
2013-07-02,5.297500,5.414167,5.235833,5.302500,5.189751,53628000
2013-07-03,5.233333,5.360833,5.206667,5.319167,5.206064,21507600
2013-07-05,5.433333,5.490000,5.314167,5.485000,5.368370,44678400
2013-07-08,5.573333,5.622500,5.540833,5.577500,5.458903,40242000
2013-07-09,5.681667,5.720833,5.612500,5.690000,5.569011,44583600
2013-07-10,5.681667,5.762500,5.647500,5.701667,5.580429,53629200
2013-07-11,5.901667,5.954167,5.844167,5.942500,5.816142,47679600
2013-07-12,5.934167,5.981667,5.905833,5.944167,5.817773,29586000
2013-07-15,5.995000,6.039167,5.964167,6.021667,5.893626,24786000
2013-07-16,6.025000,6.033333,5.899167,5.948333,5.821850,47655600
2013-07-17,6.016667,6.044167,5.966667,5.989167,5.861817,33796800
2013-07-18,6.026667,6.130833,6.017500,6.086667,5.957243,44750400
2013-07-19,6.047500,6.126667,6.029167,6.126667,5.996392,24942000
2013-07-22,6.145833,6.183333,6.105000,6.158333,6.027385,26887200
2013-07-23,6.190833,6.195000,6.108333,6.121667,5.991499,22450800
2013-07-24,6.189167,6.195833,6.013333,6.054167,5.925434,43094400
2013-07-25,6.015000,6.108333,5.986667,6.091667,5.962137,37488000
2013-07-26,6.016667,6.116667,5.939167,6.111667,5.981711,34420800
2013-07-29,6.066667,6.105833,6.003333,6.050833,5.922172,27483600
2013-07-30,6.112500,6.128333,6.012500,6.058333,5.929513,39699600
2013-07-31,6.094167,6.188333,6.042500,6.059167,5.930328,53926800
2013-08-01,6.205000,6.291667,6.193333,6.274167,6.140756,25897200
2013-08-02,6.235000,6.308333,6.209167,6.306667,6.172565,23343600
2013-08-05,6.269167,6.310000,6.243333,6.282500,6.148912,21613200
2013-08-06,6.241667,6.260833,6.133333,6.180000,6.048592,34899600
2013-08-07,6.114167,6.137500,6.043333,6.113333,5.983342,32396400
2013-08-08,6.201667,6.219167,6.084167,6.180000,6.048592,21063600
2013-08-09,6.151667,6.210000,6.060000,6.126667,5.996392,21882000
2013-08-12,6.035000,6.123333,6.023333,6.099167,5.969477,17193600
2013-08-13,6.135833,6.185833,6.026667,6.164167,6.033096,22668000
2013-08-14,6.144167,6.174167,6.058333,6.065000,5.936037,19820400
2013-08-15,5.915833,5.915833,5.775833,5.800833,5.677487,35254800
2013-08-16,5.774167,5.833333,5.715000,5.752500,5.630181,25912800
2013-08-19,5.733333,5.788333,5.637500,5.644167,5.524153,43263600
2013-08-20,5.668333,5.782500,5.648333,5.723333,5.601635,46611600
2013-08-21,5.672500,5.766667,5.577500,5.617500,5.498052,42542400
2013-08-22,5.650000,5.791667,5.650000,5.762500,5.639969,24462000
2013-08-23,5.819167,5.845000,5.738333,5.824167,5.700325,22330800
2013-08-26,5.844167,5.896667,5.750000,5.769167,5.646494,30535200
2013-08-27,5.586667,5.653333,5.467500,5.477500,5.361029,49020000
2013-08-28,5.473333,5.596667,5.452500,5.535833,5.418121,34221600
2013-08-29,5.499167,5.651667,5.489167,5.568333,5.449932,26612400
2013-08-30,5.599167,5.599167,5.462500,5.500833,5.383867,39008400
2013-09-03,5.669167,5.705000,5.516667,5.584167,5.465429,27958800
2013-09-04,5.593333,5.750833,5.559167,5.725000,5.603267,24674400
2013-09-05,5.731667,5.790000,5.721667,5.734167,5.612239,18480000
2013-09-06,5.801667,5.849167,5.590833,5.749167,5.626919,25722000
2013-09-09,5.796667,5.927500,5.796667,5.921667,5.795752,20470800
2013-09-10,6.025833,6.051667,5.985000,6.050000,5.921356,25856400
2013-09-11,6.024167,6.106667,5.992500,6.106667,5.976819,20306400
2013-09-12,6.102500,6.123333,6.032500,6.065833,5.936852,26812800
2013-09-13,6.077500,6.112500,6.035833,6.097500,5.967847,19395600
2013-09-16,6.295000,6.303333,6.174167,6.209167,6.077139,23862000
2013-09-17,6.220000,6.287500,6.219167,6.283333,6.149727,14137200
2013-09-18,6.277500,6.554167,6.230833,6.505000,6.366681,28629600
2013-09-19,6.558333,6.563333,6.450833,6.482500,6.344659,18712800
2013-09-20,6.515000,6.516667,6.320000,6.332500,6.197850,21726000
2013-09-23,6.307500,6.325833,6.186667,6.249167,6.116287,27000000
2013-09-24,6.245000,6.313333,6.168333,6.208333,6.076322,31828800
2013-09-25,6.209167,6.241667,6.130833,6.148333,6.020588,32764800
2013-09-26,6.175833,6.267500,6.146667,6.217500,6.088317,18112800
2013-09-27,6.120833,6.153333,6.082500,6.134167,6.006716,22690800
2013-09-30,5.973333,6.089167,5.937500,6.025833,5.900633,32914800
2013-10-01,6.045000,6.189167,6.031667,6.178333,6.049963,22557600
2013-10-02,6.064167,6.158333,6.007500,6.153333,6.025484,14425200
2013-10-03,6.110833,6.128333,5.900833,5.991667,5.867177,27313200
2013-10-04,5.999167,6.139167,5.975000,6.120000,5.992844,19855200
2013-10-07,5.957500,6.071667,5.941667,5.967500,5.843512,21218400
2013-10-08,5.960000,5.980833,5.741667,5.753333,5.633794,40882800
2013-10-09,5.786667,5.827500,5.652500,5.757500,5.637876,46419600
2013-10-10,5.938333,6.143333,5.934167,6.131667,6.004268,36594000
2013-10-11,6.107500,6.261667,6.092500,6.255833,6.125855,22525200
2013-10-14,6.140833,6.343333,6.122500,6.337500,6.205825,34161600
2013-10-15,6.277500,6.350000,6.165833,6.191667,6.063021,36968400
2013-10-16,6.300833,6.457500,6.291667,6.451667,6.317620,36482400
2013-10-17,6.370833,6.587500,6.367500,6.583333,6.446550,33648000
2013-10-18,6.653333,6.723333,6.610000,6.700000,6.560792,29371200
2013-10-21,6.717500,6.751667,6.666667,6.716667,6.577113,22672800
2013-10-22,6.770833,6.887500,6.741667,6.826667,6.684828,32780400
2013-10-23,6.758333,6.765833,6.658333,6.736667,6.596699,29656800
2013-10-24,6.767500,6.819167,6.722500,6.798333,6.657082,19132800
2013-10-25,6.839167,6.888333,6.797500,6.886667,6.743581,21489600
2013-10-28,6.882500,6.947500,6.858333,6.915833,6.772141,24846000
2013-10-29,6.963333,7.040833,6.938333,7.040833,6.894544,20574000
2013-10-30,7.058333,7.070000,6.850000,6.927500,6.783565,25209600
2013-10-31,6.910000,6.993333,6.833333,6.855000,6.712572,26407200
2013-11-01,6.894167,6.959167,6.798333,6.910833,6.767245,26752800
2013-11-04,6.976667,6.995000,6.905833,6.987500,6.842319,16761600
2013-11-05,6.901667,6.975833,6.838333,6.920833,6.777038,22903200
2013-11-06,7.010833,7.062500,6.950000,7.019167,6.873328,18507600
2013-11-07,7.066667,7.080000,6.736667,6.754167,6.613834,37743600
2013-11-08,6.750833,7.025833,6.749167,7.024167,6.878224,27771600
2013-11-11,7.012500,7.056667,6.985833,7.025000,6.879040,12116400
2013-11-12,6.990000,7.037500,6.920833,6.995833,6.850479,16714800
2013-11-13,6.889167,7.160000,6.888333,7.150000,7.001442,19615200
2013-11-14,7.174167,7.283333,7.142500,7.265000,7.114053,28254000
2013-11-15,7.300000,7.360833,7.275000,7.360000,7.207080,20336400
2013-11-18,7.396667,7.412500,7.233333,7.292500,7.140982,27980400
2013-11-19,7.269167,7.335000,7.196667,7.237500,7.087125,22339200
2013-11-20,7.280833,7.340000,7.105000,7.173333,7.024292,31605600
2013-11-21,7.228333,7.352500,7.211667,7.337500,7.185047,22732800
2013-11-22,7.346667,7.447500,7.319167,7.441667,7.287049,19706400
2013-11-25,7.484167,7.489167,7.391667,7.438333,7.283785,17406000
2013-11-26,7.435000,7.495000,7.395833,7.426667,7.272362,15780000
2013-11-27,7.453333,7.498333,7.425833,7.480000,7.324586,15290400
2013-11-29,7.506667,7.559167,7.442500,7.463333,7.308265,10766400
2013-12-02,7.482500,7.520833,7.375000,7.410000,7.256042,20565600
2013-12-03,7.338333,7.390833,7.241667,7.325833,7.173623,30895200
2013-12-04,7.229167,7.396667,7.139167,7.301667,7.149960,39338400
2013-12-05,7.268333,7.308333,7.194167,7.219167,7.069173,17881200
2013-12-06,7.419167,7.473333,7.358333,7.449167,7.294394,29121600
2013-12-09,7.516667,7.540833,7.480000,7.505000,7.349067,25186800
2013-12-10,7.457500,7.503333,7.415833,7.432500,7.278073,28132800
2013-12-11,7.435833,7.439167,7.151667,7.173333,7.024292,35977200
2013-12-12,7.167500,7.192500,7.060833,7.111667,6.963907,53340000
2013-12-13,7.147500,7.169167,7.060833,7.094167,6.946770,27681600
2013-12-16,7.204167,7.304167,7.198333,7.229167,7.078965,29131200
2013-12-17,7.255833,7.256667,7.117500,7.157500,7.008786,24063600
2013-12-18,7.200833,7.535833,7.005000,7.529167,7.372732,54247200
2013-12-19,7.467500,7.530833,7.410000,7.511667,7.355596,34924800
2013-12-20,7.529167,7.688333,7.525000,7.636667,7.477998,33465600
2013-12-23,7.745000,7.770833,7.699167,7.752500,7.591424,22387200
2013-12-24,7.756667,7.817500,7.755833,7.810833,7.648545,14390400
2013-12-26,7.865833,7.938333,7.858333,7.928333,7.763604,18394800
2013-12-27,7.962500,7.967500,7.898333,7.923333,7.758708,19660800
2013-12-30,7.927500,7.940833,7.887500,7.915833,7.751363,13562400
2013-12-31,7.954167,8.027500,7.933333,8.025833,7.859079,27232800
2014-01-02,7.934167,7.947500,7.743333,7.796667,7.634674,38781600
2014-01-03,7.835000,7.883333,7.760833,7.783333,7.621615,33884400
2014-01-06,7.867500,7.876667,7.688333,7.731667,7.571025,25076400
2014-01-07,7.815833,7.905000,7.800833,7.865833,7.702403,28370400
2014-01-08,7.862500,7.910833,7.791667,7.874167,7.710563,28254000
2014-01-09,7.944167,7.949167,7.779167,7.880000,7.716277,20900400
2014-01-10,7.928333,7.958333,7.805000,7.947500,7.782373,23269200
2014-01-13,7.888333,7.953333,7.585833,7.638333,7.479629,35209200
2014-01-14,7.709167,7.891667,7.664167,7.876667,7.713012,32073600
2014-01-15,7.931667,8.041667,7.924167,8.007500,7.841125,24126000
2014-01-16,7.960000,7.983333,7.900000,7.974167,7.808486,13526400
2014-01-17,7.936667,7.977500,7.833333,7.870833,7.707299,17935200
2014-01-21,8.007500,8.016667,7.795000,7.940000,7.775029,22083600
2014-01-22,7.985000,7.987500,7.904167,7.957500,7.792165,12178800
2014-01-23,7.837500,7.839167,7.637500,7.766667,7.605297,29136000
2014-01-24,7.609167,7.616667,7.257500,7.257500,7.106709,43471200
2014-01-27,7.287500,7.337500,7.045833,7.154167,7.005524,41452800
2014-01-28,7.180833,7.310000,7.166667,7.280000,7.128743,23908800
2014-01-29,7.100000,7.215833,7.014167,7.062500,6.915761,37215600
2014-01-30,7.248333,7.364167,7.180000,7.301667,7.149960,20128800
2014-01-31,7.025000,7.300000,7.014167,7.165833,7.016947,31102800
2014-02-03,7.136667,7.187500,6.640000,6.680833,6.542024,53178000
2014-02-04,6.772500,6.870833,6.700833,6.815833,6.674219,42784800
2014-02-05,6.746667,6.839167,6.622500,6.792500,6.651371,27994800
2014-02-06,6.844167,7.061667,6.844167,7.055000,6.908417,25838400
2014-02-07,7.165000,7.347500,7.094167,7.333333,7.180967,32925600
2014-02-10,7.327500,7.372500,7.269167,7.366667,7.213607,21825600
2014-02-11,7.390000,7.662500,7.370833,7.604167,7.446174,30808800
2014-02-12,7.640833,7.711667,7.571667,7.625000,7.466573,25171200
